,index,image_link,group_id,entity_name,OCR Text
210,210,https://m.media-amazon.com/images/I/314J9z-v4HL.jpg,966823,depth,91mm
220,220,https://m.media-amazon.com/images/I/314vPdiXQFL.jpg,462731,depth,18/0 stainless steel
224,224,https://m.media-amazon.com/images/I/3158RU753EL.jpg,243137,depth,200cm 6.5ft tall
234,234,https://m.media-amazon.com/images/I/315T7LAYrLL.jpg,781426,depth,160cm
238,238,https://m.media-amazon.com/images/I/315b6Zdm7BL.jpg,433914,depth,LLM maybe
243,243,https://m.media-amazon.com/images/I/315yDUfDBgL.jpg,292475,depth,7cm/2.75in
244,244,https://m.media-amazon.com/images/I/3162jbDKLhL.jpg,452717,depth,3 3 3 8 5 cm
245,245,https://m.media-amazon.com/images/I/31655QolL+L.jpg,916768,depth,7.6 cm
250,250,https://m.media-amazon.com/images/I/316QBt0qRVL.jpg,783898,depth,4.6 in / 11.7 cm
254,254,https://m.media-amazon.com/images/I/316iYciADUL.jpg,478357,depth,"55 cm(21.7"""
255,255,https://m.media-amazon.com/images/I/316pJ84mB-S.jpg,483370,depth,"16cm 06'29"""
259,259,https://m.media-amazon.com/images/I/316rD0Fy5eL.jpg,433914,depth,205cm
266,266,https://m.media-amazon.com/images/I/3179bFOeHPL.jpg,913156,depth,2.55in/6.5cm
269,269,https://m.media-amazon.com/images/I/317H4RZWLvL.jpg,292475,depth,8cm
272,272,https://m.media-amazon.com/images/I/317JgcKuEKL.jpg,913156,depth,5.90in/15cm
275,275,https://m.media-amazon.com/images/I/317UEfHNWFL.jpg,931856,depth,1.5in/4.0cm
279,279,https://m.media-amazon.com/images/I/317to6OSbEL.jpg,302672,depth,8.2in/21cm
282,282,https://m.media-amazon.com/images/I/3187NaQvGVL.jpg,810266,depth,5.8in 4cm
288,288,https://m.media-amazon.com/images/I/318VrqotQiL.jpg,913156,depth,"8"""
292,292,https://m.media-amazon.com/images/I/318qeLWHofS.jpg,858439,depth,39cm 15.3in
294,294,https://m.media-amazon.com/images/I/319+HHdREmL.jpg,292475,depth,2.55in/6.5cm
304,304,https://m.media-amazon.com/images/I/319YtUP6CdL.jpg,178778,depth,9.5cm/3.74inch
305,305,https://m.media-amazon.com/images/I/319bXpAHHGL.jpg,752266,depth,160mm
309,309,https://m.media-amazon.com/images/I/319rBAua1EL.jpg,963595,depth,0.9in/2.2cm
314,314,https://m.media-amazon.com/images/I/31ALW6ILdNS.jpg,640408,depth,21cm/8.3in
317,317,https://m.media-amazon.com/images/I/31AQgkAeoeS.jpg,292475,depth,LLM maybe
321,321,https://m.media-amazon.com/images/I/31AbZL7hGVS.jpg,347404,depth,7.5cm/2.95in
325,325,https://m.media-amazon.com/images/I/31AwVD2u6yS.jpg,764417,depth,15.5cm/6.1in
327,327,https://m.media-amazon.com/images/I/31AwaGMCddL.jpg,745326,depth,LLM maybe
332,332,https://m.media-amazon.com/images/I/31B2ZSdi-bS.jpg,483370,depth,40cm/15.72in
338,338,https://m.media-amazon.com/images/I/31BC3j4CS5L.jpg,823083,depth,4.9in/12.5cm
343,343,https://m.media-amazon.com/images/I/31BN3P0+FZL.jpg,483370,depth,"25cm 9'84"""
347,347,https://m.media-amazon.com/images/I/31Bb9t5+zUL.jpg,752266,depth,L cm
350,350,https://m.media-amazon.com/images/I/31C+5WzuXOL.jpg,210293,depth,4 inch
352,352,https://m.media-amazon.com/images/I/31C3Uybdh7L.jpg,558806,depth,16CM
355,355,https://m.media-amazon.com/images/I/31C5D5F9D9S.jpg,931856,depth,12inch
357,357,https://m.media-amazon.com/images/I/31C8QnlC+US.jpg,292475,depth,3.1in/7.8cm
360,360,https://m.media-amazon.com/images/I/31CUWR5Vl6L.jpg,866516,depth,0.59in/1.5cm
367,367,https://m.media-amazon.com/images/I/31CuqYq6tSL.jpg,478357,depth,"55 cm (21.5"""
379,379,https://m.media-amazon.com/images/I/31DOXzkNKSL.jpg,292475,depth,2.4in/6.1cm
386,386,https://m.media-amazon.com/images/I/31DThunqDhL.jpg,810266,depth,LLM maybe
393,393,https://m.media-amazon.com/images/I/31DvN4cwQUL.jpg,846116,depth,11.5cm/4.5inch
398,398,https://m.media-amazon.com/images/I/31E2Za-l0aL.jpg,667819,depth,LLM maybe
410,410,https://m.media-amazon.com/images/I/31EM4A8ItRL.jpg,453674,depth,"13,5 cm"
418,418,https://m.media-amazon.com/images/I/31Efo1-SdqL.jpg,864320,depth,8.3 in / 21.0cm
424,424,https://m.media-amazon.com/images/I/31Ewj0PXNdL.jpg,501250,depth,27in 69cm
428,428,https://m.media-amazon.com/images/I/31FCBht4h-L.jpg,436746,depth,3.14in/8cm
430,430,https://m.media-amazon.com/images/I/31FENdaQpaL.jpg,142748,depth,5 cm
432,432,https://m.media-amazon.com/images/I/31FG7liSrFS.jpg,594224,depth,10.2cm/4inch
434,434,https://m.media-amazon.com/images/I/31FSOnHzONL.jpg,347404,depth,3.1in/8cm
437,437,https://m.media-amazon.com/images/I/31FW4wk2iyL.jpg,658003,depth,LLM maybe
440,440,https://m.media-amazon.com/images/I/31FXdO0GMRL.jpg,231838,depth,144mm
455,455,https://m.media-amazon.com/images/I/31GD-sqjvfL.jpg,913156,depth,3.74 in / 9.5cm
458,458,https://m.media-amazon.com/images/I/31GGjka5fcL.jpg,916768,depth,6.29 in / 16 cm
460,460,https://m.media-amazon.com/images/I/31GKAhbIN8L.jpg,276611,depth,"175 cm(68.9"")"
462,462,https://m.media-amazon.com/images/I/31GKLavjhUL.jpg,154981,depth,LLM maybe
469,469,https://m.media-amazon.com/images/I/31GmydQCkiS.jpg,149708,depth,15.35in/39cm
475,475,https://m.media-amazon.com/images/I/31GzBqi4wLL.jpg,488883,depth,3in
485,485,https://m.media-amazon.com/images/I/31HJ1AfCIgL.jpg,752266,depth,30CM
487,487,https://m.media-amazon.com/images/I/31HN4Cts-DL.jpg,913156,depth,5.9in/15.0cm
493,493,https://m.media-amazon.com/images/I/31HU1reGu2L.jpg,180726,depth,LLM maybe
496,496,https://m.media-amazon.com/images/I/31HVh9jcCuL.jpg,231838,depth,6.37in/16.18cm
498,498,https://m.media-amazon.com/images/I/31HYQmLB4qL.jpg,810266,depth,4.6 in 11.7 cm
503,503,https://m.media-amazon.com/images/I/31HdbJNq5pL.jpg,396159,depth,.n 2
508,508,https://m.media-amazon.com/images/I/31HmJQwLPTL.jpg,952470,depth,.0in
517,517,https://m.media-amazon.com/images/I/31I8-Y0a4KL.jpg,478357,depth,5
524,524,https://m.media-amazon.com/images/I/31Ig7stJhHL.jpg,913156,depth,3.9in/10cm
527,527,https://m.media-amazon.com/images/I/31IlI8j5OGL.jpg,150535,depth,7.07in /18 cm
529,529,https://m.media-amazon.com/images/I/31IqIjyhMxL.jpg,784538,depth,21.2in/54cm
530,530,https://m.media-amazon.com/images/I/31J6aKJ4NkS.jpg,113134,depth,5.5in/14.2cm
539,539,https://m.media-amazon.com/images/I/31K25OxgecL.jpg,480845,depth,厚：1.5mm
541,541,https://m.media-amazon.com/images/I/31KGcyUuuoL.jpg,673806,depth,LLM maybe
542,542,https://m.media-amazon.com/images/I/31KPJ6pnp+L.jpg,913156,depth,3.9in/10cm
546,546,https://m.media-amazon.com/images/I/31KSeXa5EtL.jpg,611510,depth,60.96cm
550,550,https://m.media-amazon.com/images/I/31KjEfi5nKL.jpg,276611,depth,190cm
551,551,https://m.media-amazon.com/images/I/31KlXBXzjXL.jpg,681445,depth,9.8in/25cm
554,554,https://m.media-amazon.com/images/I/31KnWMQYaRL.jpg,978900,depth,7 I 5 3 3
556,556,https://m.media-amazon.com/images/I/31KogrDVMSL.jpg,913156,depth,"6"""
562,562,https://m.media-amazon.com/images/I/31LAzzOrUkL.jpg,436746,depth,8.65in/22.0cm
564,564,https://m.media-amazon.com/images/I/31LBAhwrXyS.jpg,752266,depth,H35CM
570,570,https://m.media-amazon.com/images/I/31LNnSV4ssL.jpg,681445,depth,15cm
578,578,https://m.media-amazon.com/images/I/31Lfi-0r4GL.jpg,417434,depth,7.8 in 19cm
580,580,https://m.media-amazon.com/images/I/31LmviTSuzS.jpg,932012,depth,140 cm
582,582,https://m.media-amazon.com/images/I/31LrSRISE0L.jpg,478357,depth,LLM maybe
593,593,https://m.media-amazon.com/images/I/31My4myObUL.jpg,681445,depth,170 cm 54cm
596,596,https://m.media-amazon.com/images/I/31MyPeRfncL.jpg,245652,depth,10.8in/27.5cm
604,604,https://m.media-amazon.com/images/I/31NWystBLAL.jpg,156839,depth,0.9 in 2.2 cm diameter
613,613,https://m.media-amazon.com/images/I/31Nm2icfIAL.jpg,991868,depth,"50"""
618,618,https://m.media-amazon.com/images/I/31O9+vFSB-L.jpg,403664,depth,11in 26cm
622,622,https://m.media-amazon.com/images/I/31OAmvoPX+S.jpg,640408,depth,7.8in/20cm
624,624,https://m.media-amazon.com/images/I/31OFG4xW+cL.jpg,292475,depth,2.8in/7.3cm
631,631,https://m.media-amazon.com/images/I/31Od4hsm9HL.jpg,237000,depth,90 CM
632,632,https://m.media-amazon.com/images/I/31OfAlZvFbL.jpg,434825,depth,"5"""
634,634,https://m.media-amazon.com/images/I/31Oip4KqiSL.jpg,145452,depth,高 27cm
639,639,https://m.media-amazon.com/images/I/31OytxYt7uL.jpg,434825,depth,"51/4"""
640,640,https://m.media-amazon.com/images/I/31OziiGhERS.jpg,931856,depth,"19"""
646,646,https://m.media-amazon.com/images/I/31PPFTL04VL.jpg,416664,depth,"10.2""(H)"
659,659,https://m.media-amazon.com/images/I/31Q+s7UnpGL.jpg,931856,depth,44CM
662,662,https://m.media-amazon.com/images/I/31Q3ufZc2rS.jpg,858439,depth,LLM maybe
665,665,https://m.media-amazon.com/images/I/31Q6aU9vnPL.jpg,801829,depth,cm 47
668,668,https://m.media-amazon.com/images/I/31QF-jsg7tS.jpg,594224,depth,53.5cm
674,674,https://m.media-amazon.com/images/I/31QTiNSmDzL.jpg,757743,depth,20.3 cm 8 in
680,680,https://m.media-amazon.com/images/I/31Qn9Pe70AL.jpg,916768,depth,7.6 cm
682,682,https://m.media-amazon.com/images/I/31Qr3xgnfqS.jpg,708102,depth,4.7 in / 12 cm
689,689,https://m.media-amazon.com/images/I/31RYeYHujzL.jpg,231838,depth,22.5CM
691,691,https://m.media-amazon.com/images/I/31Rd+Mz863L.jpg,945489,depth,75mm
693,693,https://m.media-amazon.com/images/I/31RfqaNgySS.jpg,468949,depth,130cm
697,697,https://m.media-amazon.com/images/I/31RopGzufiL.jpg,417434,depth,m 67cm
702,702,https://m.media-amazon.com/images/I/31S1qi47m-L.jpg,529606,depth,9 cm
706,706,https://m.media-amazon.com/images/I/31SA2OlgpQL.jpg,231838,depth,7.87in/20cm
709,709,https://m.media-amazon.com/images/I/31SQ2KY4D2L.jpg,658003,depth,16.51in/42cm
714,714,https://m.media-amazon.com/images/I/31SbWe3Zk1L.jpg,558832,depth,20cm
717,717,https://m.media-amazon.com/images/I/31Sfi13eS6L.jpg,244283,depth,17 in 43.2 cm
720,720,https://m.media-amazon.com/images/I/31SkUqv23IS.jpg,658003,depth,3.5in/9.0cm
736,736,https://m.media-amazon.com/images/I/31TQFP3p8wL.jpg,861555,depth,15.5cm
738,738,https://m.media-amazon.com/images/I/31TYeZf8ldS.jpg,180726,depth,5mm
742,742,https://m.media-amazon.com/images/I/31U-wZnkSxL.jpg,913156,depth,3.9in/10cm
743,743,https://m.media-amazon.com/images/I/31U6SM1ydqL.jpg,886874,depth,8 : 4un xnn
748,748,https://m.media-amazon.com/images/I/31UGCgAWJYL.jpg,235693,depth,35mm
749,749,https://m.media-amazon.com/images/I/31UHZAv5uqL.jpg,244283,depth,11 in 27.9 cm
754,754,https://m.media-amazon.com/images/I/31UcgTh42CL.jpg,913156,depth,5.9 in / 15.0 cm
755,755,https://m.media-amazon.com/images/I/31UcoL1WyRL.jpg,866516,depth,0.7in/1.8cm
757,757,https://m.media-amazon.com/images/I/31UjRlgwfmL.jpg,501250,depth,10in
766,767,https://m.media-amazon.com/images/I/31VCQ-a70VL.jpg,913156,depth,3.9in/10cm
768,769,https://m.media-amazon.com/images/I/31VCTwMT-fS.jpg,347320,depth,38 Inches
782,783,https://m.media-amazon.com/images/I/31VdNAr6V-L.jpg,434825,depth,162mm/ 6.37inch
785,786,https://m.media-amazon.com/images/I/31VpjVnk92S.jpg,113134,depth,9
788,789,https://m.media-amazon.com/images/I/31VxEURXdDL.jpg,180410,depth,3.8in 9cm
791,792,https://m.media-amazon.com/images/I/31Vxf54alKL.jpg,843434,depth,5.1 in / 13cm
793,794,https://m.media-amazon.com/images/I/31W+zPEEUkL.jpg,149708,depth,15.35in/39cm
796,797,https://m.media-amazon.com/images/I/31W4QpnIhtL.jpg,357074,depth,12cm
800,801,https://m.media-amazon.com/images/I/31WGRmNVxZL.jpg,991868,depth,65
804,805,https://m.media-amazon.com/images/I/31WWm3-mSFL.jpg,801829,depth,26in 54
812,813,https://m.media-amazon.com/images/I/31Wn3-WCaoL.jpg,119607,depth,08
820,821,https://m.media-amazon.com/images/I/31X-pcS3thL.jpg,311997,depth,LLM maybe
826,827,https://m.media-amazon.com/images/I/31XGgHqgbqL.jpg,549052,depth,5 3
831,832,https://m.media-amazon.com/images/I/31XbkNJLJPS.jpg,986932,depth,LLM maybe
835,836,https://m.media-amazon.com/images/I/31XjqNG45JL.jpg,549052,depth,"1"""
838,839,https://m.media-amazon.com/images/I/31XqWDpJSXL.jpg,277856,depth,LLM maybe
853,854,https://m.media-amazon.com/images/I/31ZAV66IbxL.jpg,648011,depth,17cm/ 6.7in
862,863,https://m.media-amazon.com/images/I/31ZWo20AwlL.jpg,145452,depth,高 23cm
865,866,https://m.media-amazon.com/images/I/31ZX0JNuKZL.jpg,292475,depth,8.3cm
867,868,https://m.media-amazon.com/images/I/31ZeQFcAw8L.jpg,752266,depth,4.5cm
869,870,https://m.media-amazon.com/images/I/31Zryog+JBL.jpg,120219,depth,5.4CM
872,873,https://m.media-amazon.com/images/I/31a0EzuSDkL.jpg,752266,depth,120cm
879,880,https://m.media-amazon.com/images/I/31aUf8QNTZL.jpg,347320,depth,15cm/5.9in
883,884,https://m.media-amazon.com/images/I/31anWf0z-WL.jpg,536334,depth,3.14in/8cm
891,892,https://m.media-amazon.com/images/I/31axuoFNG4L.jpg,425150,depth,LLM maybe
893,894,https://m.media-amazon.com/images/I/31b1k2ImzWL.jpg,220662,depth,1.38inch
895,896,https://m.media-amazon.com/images/I/31b8Qf9uT+L.jpg,142748,depth,247cm
902,903,https://m.media-amazon.com/images/I/31bUTbLCDWL.jpg,145452,depth,15.5cm
904,905,https://m.media-amazon.com/images/I/31bYq-glWYL.jpg,178958,depth,167cm
906,907,https://m.media-amazon.com/images/I/31bfoFzsZeL.jpg,469317,depth,T 41in 103cm
909,910,https://m.media-amazon.com/images/I/31bl8rc-H+L.jpg,276611,depth,LLM maybe
918,919,https://m.media-amazon.com/images/I/31c2RoGA8uL.jpg,801829,depth,LLM maybe
926,927,https://m.media-amazon.com/images/I/31caDv7w5HL.jpg,416664,depth,85
929,930,https://m.media-amazon.com/images/I/31cexzEsm7L.jpg,997176,depth,9.2in
937,938,https://m.media-amazon.com/images/I/31cuLKQAoJL.jpg,752266,depth,30cm/11.82in
949,950,https://m.media-amazon.com/images/I/31dpeWbzpwL.jpg,866516,depth,0.98in/2.5cm
950,951,https://m.media-amazon.com/images/I/31dsPd-GATL.jpg,436746,depth,5.9in/15cm
952,953,https://m.media-amazon.com/images/I/31dylT3HfgL.jpg,991868,depth,"50 cm(19,7"")"
957,958,https://m.media-amazon.com/images/I/31eA+PIP88L.jpg,638301,depth,107.15mm/4.22in
959,960,https://m.media-amazon.com/images/I/31eCil-RbjL.jpg,416664,depth,760mm
960,961,https://m.media-amazon.com/images/I/31eJq5HuCIL.jpg,347320,depth,3.5cm/1.37in
963,964,https://m.media-amazon.com/images/I/31eLkbn0O1L.jpg,970563,depth,LLM maybe
966,967,https://m.media-amazon.com/images/I/31eTd4ztoaL.jpg,913156,depth,3.9in/10cm
969,970,https://m.media-amazon.com/images/I/31ebQDZrXjL.jpg,988675,depth,1.22 3
972,973,https://m.media-amazon.com/images/I/31ep9VWhEeL.jpg,913156,depth,3.9in/10cm
977,978,https://m.media-amazon.com/images/I/31erT-xzq7L.jpg,347404,depth,9 L
981,982,https://m.media-amazon.com/images/I/31fIbYhzLxL.jpg,866516,depth,2.7in/7.0cm
987,988,https://m.media-amazon.com/images/I/31fwpf6yMtL.jpg,416664,depth,30cm/11.8in
992,993,https://m.media-amazon.com/images/I/31g26-en3PL.jpg,436746,depth,5.11in/13cm
994,995,https://m.media-amazon.com/images/I/31g2J-R9WWL.jpg,244283,depth,1foot（30cm）
1002,1003,https://m.media-amazon.com/images/I/31gZgDrUiIS.jpg,347404,depth,3.9 in / 10 cm
1010,1011,https://m.media-amazon.com/images/I/31gux0ZIl-L.jpg,452717,depth,2.5 m
1020,1021,https://m.media-amazon.com/images/I/31hVbiSd62L.jpg,579652,depth,"1.25"""
1023,1024,https://m.media-amazon.com/images/I/31hVuBNQxEL.jpg,407808,depth,148mm
1030,1031,https://m.media-amazon.com/images/I/31ht1XGdv5L.jpg,308671,depth,17.68in/45cm
1038,1039,https://m.media-amazon.com/images/I/31ijDcEJcnL.jpg,403664,depth,5 cm
1043,1044,https://m.media-amazon.com/images/I/31j985afPTL.jpg,843434,depth,2i 3 in/ 6.0
1050,1051,https://m.media-amazon.com/images/I/31jRGx3VuDL.jpg,991868,depth,"48"""
1057,1058,https://m.media-amazon.com/images/I/31jsOtPDLyL.jpg,208023,depth,"amazonbasics 5'x7"" 13cmx18cm"
1066,1067,https://m.media-amazon.com/images/I/31kInWAVHtL.jpg,416664,depth,44cm
1070,1071,https://m.media-amazon.com/images/I/31kLQCKz8eS.jpg,658003,depth,4.5in/11.5cm
1073,1074,https://m.media-amazon.com/images/I/31kRlt1jVaL.jpg,244283,depth,Z L in / 5 cm
1075,1076,https://m.media-amazon.com/images/I/31kWf-PMRML.jpg,658003,depth,LLM maybe
1080,1081,https://m.media-amazon.com/images/I/31klxqbnGkL.jpg,434825,depth,20.5 Inches
1084,1085,https://m.media-amazon.com/images/I/31l2sCBdleL.jpg,810266,depth,4.7in/12.0cm
1088,1089,https://m.media-amazon.com/images/I/31lAm48DCdL.jpg,970563,depth,10cm/3.93in
1091,1092,https://m.media-amazon.com/images/I/31lEoRscRYL.jpg,452717,depth,7.9 in 20.1 cm
1094,1095,https://m.media-amazon.com/images/I/31lSM3lwCRL.jpg,529606,depth,9 cm
1104,1105,https://m.media-amazon.com/images/I/31m+VXL+YQL.jpg,468949,depth,130cm
1106,1107,https://m.media-amazon.com/images/I/31m1aiQlbHL.jpg,913156,depth,5.9in/15cm
1109,1110,https://m.media-amazon.com/images/I/31mBPq8-wbS.jpg,658003,depth,"1.18"""
1115,1116,https://m.media-amazon.com/images/I/31mYkfSWbxL.jpg,292475,depth,7.47 in / 19 cm
1118,1119,https://m.media-amazon.com/images/I/31mcdP6+8nL.jpg,226504,depth,10in
1121,1122,https://m.media-amazon.com/images/I/31mdHfMNyrL.jpg,810266,depth,4.7in/12cm
1133,1134,https://m.media-amazon.com/images/I/31n-x4o9fPS.jpg,846116,depth,47cm -
1136,1137,https://m.media-amazon.com/images/I/31n5dZ+h-VL.jpg,986984,depth,14cm
1139,1140,https://m.media-amazon.com/images/I/31n6tk4a9bL.jpg,757743,depth,21cm
1142,1143,https://m.media-amazon.com/images/I/31nBuN4teSS.jpg,648011,depth,17cm/ 6.7in
1143,1144,https://m.media-amazon.com/images/I/31nKT7p+e8L.jpg,913156,depth,7.87in/20cm
1149,1150,https://m.media-amazon.com/images/I/31nc6ijWZaL.jpg,858439,depth,LLM maybe
1154,1155,https://m.media-amazon.com/images/I/31ncpuqongL.jpg,939129,depth,LLM maybe
1157,1158,https://m.media-amazon.com/images/I/31nsjDYI2LS.jpg,403664,depth,3.1 in / 7.8 cm
1161,1162,https://m.media-amazon.com/images/I/31o2ymMWD7L.jpg,375438,depth,76cm
1165,1166,https://m.media-amazon.com/images/I/31oBq12OCQL.jpg,931247,depth,"108"" (Inch)"
1167,1168,https://m.media-amazon.com/images/I/31oPhwenzyL.jpg,452717,depth,LLM maybe
1171,1172,https://m.media-amazon.com/images/I/31oiAN1tviL.jpg,436746,depth,cm 4.5 in / 11.5 c
1173,1174,https://m.media-amazon.com/images/I/31omj7O2rpL.jpg,640408,depth,LLM maybe
1179,1180,https://m.media-amazon.com/images/I/31p2hIAzknS.jpg,225251,depth,10.62 in / 27.00 cm
1186,1187,https://m.media-amazon.com/images/I/31pXmanN36S.jpg,396159,depth,25 in
1191,1192,https://m.media-amazon.com/images/I/31pjIg8uu5L.jpg,916768,depth,LLM maybe
1196,1197,https://m.media-amazon.com/images/I/31poMku-kKL.jpg,558806,depth,3.14in/8cm
1205,1206,https://m.media-amazon.com/images/I/31pwIfeOvMS.jpg,810266,depth,6 cm
1207,1208,https://m.media-amazon.com/images/I/31pwTIy-5RL.jpg,276611,depth,70 cm
1208,1209,https://m.media-amazon.com/images/I/31q1sD65TmL.jpg,731252,depth,22in
1216,1217,https://m.media-amazon.com/images/I/31qLDUaLloL.jpg,932012,depth,140 cm
1219,1220,https://m.media-amazon.com/images/I/31qbb5YychL.jpg,913156,depth,3.93 in/ 10cm
1221,1222,https://m.media-amazon.com/images/I/31qdqblsn3S.jpg,861555,depth,19cm
1227,1228,https://m.media-amazon.com/images/I/31qqd5JWwhL.jpg,178778,depth,20cm/7.8in
1231,1232,https://m.media-amazon.com/images/I/31qv8kmByDL.jpg,244283,depth,18 in 45 cm
1232,1233,https://m.media-amazon.com/images/I/31qx+8nMArL.jpg,521308,depth,"1'6"""
1237,1238,https://m.media-amazon.com/images/I/31r7Qyl1RnL.jpg,478357,depth,53cm
1239,1240,https://m.media-amazon.com/images/I/31rUFI0h6oL.jpg,658003,depth,小 15cm（5.9in)
1243,1244,https://m.media-amazon.com/images/I/31rd9mCorgL.jpg,916768,depth,LLM maybe
1247,1248,https://m.media-amazon.com/images/I/31rrIQ7V9aL.jpg,816782,depth,"400 cm(157.5"""
1252,1253,https://m.media-amazon.com/images/I/31s493IhqVL.jpg,648011,depth,12cm
1256,1257,https://m.media-amazon.com/images/I/31sJ-XaxwOL.jpg,847223,depth,16in
1260,1261,https://m.media-amazon.com/images/I/31sfcs4ILRS.jpg,640408,depth,2.4in/6cm
1267,1268,https://m.media-amazon.com/images/I/31tDjBHP9cL.jpg,478357,depth,45cm
1275,1276,https://m.media-amazon.com/images/I/31tXwsuJVnL.jpg,244283,depth,89mm
1292,1293,https://m.media-amazon.com/images/I/31uSADdoS3L.jpg,436746,depth,Height 22cm
1296,1297,https://m.media-amazon.com/images/I/31uj4FT7LzL.jpg,757743,depth,10.5 in 26.67cm
1298,1299,https://m.media-amazon.com/images/I/31ujw4QrkAL.jpg,452717,depth,22cm 8.5 in
1305,1306,https://m.media-amazon.com/images/I/31uyYOMvpHL.jpg,801829,depth,cm 47
1307,1308,https://m.media-amazon.com/images/I/31v09l6+AwL.jpg,208023,depth,amazonbasics
1312,1313,https://m.media-amazon.com/images/I/31v6b+gZzIL.jpg,416664,depth,3.5cm
1315,1316,https://m.media-amazon.com/images/I/31vCIBhaM4L.jpg,810266,depth,T 3.3in 8cm 一
1318,1319,https://m.media-amazon.com/images/I/31vExwebPbL.jpg,436746,depth,2
1321,1322,https://m.media-amazon.com/images/I/31vTiHq3x-L.jpg,589105,depth,28.5CM
1324,1325,https://m.media-amazon.com/images/I/31vdcfh155S.jpg,453674,depth,2.5in/6.5cm
1328,1329,https://m.media-amazon.com/images/I/31vkKH4EjxL.jpg,342931,depth,92mm
1334,1335,https://m.media-amazon.com/images/I/31w6ozZ6ssL.jpg,237000,depth,9 0 M
1335,1336,https://m.media-amazon.com/images/I/31w8A5ql+KL.jpg,849273,depth,5.98in/15.2cm
1345,1346,https://m.media-amazon.com/images/I/31weY-P9n8L.jpg,764618,depth,6.1 in
1355,1356,https://m.media-amazon.com/images/I/31xPuxDbBiL.jpg,558806,depth,5.89in/15cm
1357,1358,https://m.media-amazon.com/images/I/31xS2QWchcL.jpg,810266,depth,LLM maybe
1361,1362,https://m.media-amazon.com/images/I/31xbkd48TqL.jpg,846116,depth,"4.5"" 145mm"
1365,1366,https://m.media-amazon.com/images/I/31y+k+NqDOL.jpg,883833,depth,30in
