,index,image_link,group_id,entity_name,OCR Text,prediction
2317,2321,https://m.media-amazon.com/images/I/411JAgQ-xgL.jpg,347404,width,9 8 Z / 5 3 - 4 IN10.2CM 4 IN10.2 CM,4 IN | 10.2 CM
2407,2411,https://m.media-amazon.com/images/I/411jNfSDBZS.jpg,668667,width,12 in 120 in Each roll will covers 10 sq. feet,12 inches
2678,2682,https://m.media-amazon.com/images/I/412dRpLYZWL.jpg,573063,width,4Pcs 0.2mm 1 24.5cm D 25mm3.8mm 18cm,The width of the object in the image is 18 cm.
2749,2753,https://m.media-amazon.com/images/I/412s0KTBDhL.jpg,536334,width,5 CM 7 CM,The width of the object in the image is 7 centimeters.
2971,2976,https://m.media-amazon.com/images/I/413lXndac4L.jpg,894599,width,4.5CM 48CM 23CM 60CM 60CM 25CM,"The width of the object, as indicated by the measurement provided in the image, is 60 centimeters. This measurement represents the maximum span from one side to the other when the arm is extended fully outward from the base."
2975,2980,https://m.media-amazon.com/images/I/413ng0lEOAL.jpg,478357,width,12.Inch 12.Inch,The width of the object in the image is 12 inches.
2988,2993,https://m.media-amazon.com/images/I/413ty9vyW+L.jpg,826444,width,8.6CM 7CM,The width of the object in the image is 8.6 centimeters.
3212,3218,https://m.media-amazon.com/images/I/414qhF0VnkL.jpg,675317,width,4.5CM 9CM 9CM,"The width of the object, as indicated by the measurement on the right side of the image, is 4.5 centimeters (cm)."
3752,3758,https://m.media-amazon.com/images/I/4174+Be+upL.jpg,115666,width,"40,cm(15,7"" 80 cm(31,5"" 46 cm(18,1"" )",The width of the object in the image is 80 cm (31.5 inches).
3816,3822,https://m.media-amazon.com/images/I/417IFvvsxfL.jpg,866516,width,SIZE DETAILS QUANTITY: 240 1.5CM/0.6IN 1.5CM/0.6IN,1.5CM
4515,4524,https://m.media-amazon.com/images/I/419umhsS+tL.jpg,425150,width,H =97 CMI ACL ASSORTED COLLECTIONS LTD.,"The width of the object in the image is not directly measurable from the provided perspective. However, given that the height is indicated as 97 cm and assuming a standard design for such objects, one could infer that the diameter might be around 2 to 3 cm at its widest point, which is typical for walking canes. To determine the exact width, one would need additional information or a view of the object's cross-section."
4578,4587,https://m.media-amazon.com/images/I/41A7QQxVrWL.jpg,944936,width,5.3 in +++++ DECENT BOSS in 8 WOULD RECOMMEND,8 inches
4935,4945,https://m.media-amazon.com/images/I/41BPMmB-jnL.jpg,927180,width,IGROHE! 8 (85) 03 /16 (0100),"The width of the object in the image is 3 3/8 inches, which can also be expressed as 85 millimeters."
5257,5267,https://m.media-amazon.com/images/I/41CSy29NWiL.jpg,783898,width,7.86 IN / 20 CM,7.86 inches
5285,5295,https://m.media-amazon.com/images/I/41CYXwTqLVL.jpg,276611,width,195cm 18cmy 50cm,50cm
5371,5381,https://m.media-amazon.com/images/I/41CsABMWLOL.jpg,276611,width,26.8ln 15.7ln 44.1ln,The width of the object in the image is 44.1 inches.
5566,5576,https://m.media-amazon.com/images/I/41DZgyDfy6L.jpg,558832,width,ExtraLarge 14 12,"12"""
5570,5580,https://m.media-amazon.com/images/I/41DaBJ6+0iL.jpg,521308,width,5 2 cm 100 cm 220 cm,"The width of the object, as indicated in the image, is 220 cm."
5626,5636,https://m.media-amazon.com/images/I/41DjYG8s9kS.jpg,192915,width,3.1' 4.9',3.1 inches
5825,5835,https://m.media-amazon.com/images/I/41EPT1e-+qL.jpg,453674,width,18.5CM 4L 20CM,The width of the object in the image is 20 centimeters.
6459,6469,https://m.media-amazon.com/images/I/41GeqKvv23L.jpg,949192,width,9.8 IN,"The width of the object in the image is 9.8 inches, as indicated by the measurement scale on the right side of the image."
6829,6839,https://m.media-amazon.com/images/I/41I0NefJowS.jpg,276611,width,90 cm 90 cm,40 cm
6927,6937,https://m.media-amazon.com/images/I/41IPPnBLk5S.jpg,347404,width,105cm weight: 112g,105cm
7342,7352,https://m.media-amazon.com/images/I/41Jjp1ApmAL.jpg,442321,width,Amax 18 min 4.3 21.7 32.3,32.3 inches
7464,7474,https://m.media-amazon.com/images/I/41KDUkvy+lL.jpg,488883,width,15.7 25.6 25.6,25.6 inches
7591,7601,https://m.media-amazon.com/images/I/41Kkhpnh+OL.jpg,764417,width,CuraActive PORTATA 120KG ALTEZZA 10CM FACILE PULIZIA,"The width of the object in the image is not directly measurable from the provided information. The dimensions given are for height and weight capacity, but without a reference scale or measurement markings visible on the object itself, the exact width cannot be determined solely based on this image. To accurately measure the width, one would need additional information or a measuring tool to compare against the object's dimensions."
7756,7766,https://m.media-amazon.com/images/I/41LEZmGENVL.jpg,752266,width,45cm 14cm,Ø14 cm
7765,7775,https://m.media-amazon.com/images/I/41LFZLoydRL.jpg,792578,width,,140cm
7823,7833,https://m.media-amazon.com/images/I/41LQ232dSOL.jpg,823083,width,"2"" 1"" \ 1.5"" \","1.5"""
7972,7982,https://m.media-amazon.com/images/I/41LqhnH2QeL.jpg,558806,width,2 in TR Ghoul? 5.1 in,The width of the object in the image is 2 inches.
8018,8028,https://m.media-amazon.com/images/I/41M-BfAivyL.jpg,418233,width,"7"" 18cm 10cm 3.9"" 15cm 5.9""",15cm
8080,8090,https://m.media-amazon.com/images/I/41MHgugy1aL.jpg,722930,width,IS ISSAREE 13.8CM 2.0 CM 2.8 CM,The width of the object in the image is 2.8 cm.
8262,8272,https://m.media-amazon.com/images/I/41Mt-SM0iGL.jpg,944936,width,SMOOTH MATTE FINISH - THICK 66 1/4 100lb. PAPER 6 A6 V 45/8 HIGH QUALITY CARDSTOCK,"4 5/8"""
8438,8448,https://m.media-amazon.com/images/I/41NYL0dFaYL.jpg,145452,width,"22CM 18,5 CM Qwetch Qwetch 320ML 430ML 450g 560g",22 CM
8557,8568,https://m.media-amazon.com/images/I/41O1XgwIJaL.jpg,366962,width,Size of A4 21cm/8.3inch 29.7cm/11.7inch Front Back,21cm/8.3inch
8816,8827,https://m.media-amazon.com/images/I/41P-q-rgnxL.jpg,702157,width,$24/40 12.01 in 30.5 cm StonyLab 500ml 3.86 in 9.8 cm,3.86 inches
8875,8886,https://m.media-amazon.com/images/I/41P9rZcIO1L.jpg,653767,width,SIZE S1ZE:45*45CM 45CM 45CM *Please allow 1~2cm deviation because of hand-cutting and sewing.,45CM
9079,9090,https://m.media-amazon.com/images/I/41PyrsS6aHL.jpg,731252,width,OFXDP Made in Ukraine 4.92 INCHES 2.95 INCHES,4.92 inches
9168,9179,https://m.media-amazon.com/images/I/41QILVWjrRL.jpg,295706,width,95mm-,95 mm
9361,9372,https://m.media-amazon.com/images/I/41QxTw4Dv6L.jpg,991868,width,40 inches 10 inches 10 inches,10 inches
9667,9678,https://m.media-amazon.com/images/I/41S+NtGA8mL.jpg,801829,width,36.2 35.8 32.3,36.2 inches
9858,9869,https://m.media-amazon.com/images/I/41SdsiLLjsS.jpg,970563,width,3/8 High : 12,3/8 inches
9875,9886,https://m.media-amazon.com/images/I/41ShKsCuboL.jpg,823083,width,1.17 Inch 3 Cms) 3.9 Inch 10 Cms,"The width of the object in the image is 1.17 inches or 3 centimeters, as indicated by the measurement provided next to the top part of the trident-like symbol."
10008,10019,https://m.media-amazon.com/images/I/41T9GU8CD+L.jpg,727145,width,1.2 in/3.0cm 1.6 in/4.0 cm,1.6 inches
10305,10316,https://m.media-amazon.com/images/I/41UCiGkGQWL.jpg,442321,width,65.2 71.75 71.01,71.01 inches
10557,10568,https://m.media-amazon.com/images/I/41VCQhwpbdL.jpg,276611,width,61cm 120cm 210cm,61cm
10962,10974,https://m.media-amazon.com/images/I/41Wl8ijsIXL.jpg,667819,width,16.5CM 6 7CM,7CM
11263,11275,https://m.media-amazon.com/images/I/41XoQ+VqsYL.jpg,478357,width,16'inch 10'inch,"16"" inch"
11338,11350,https://m.media-amazon.com/images/I/41Y5d5cnE8L.jpg,931247,width,PLASTIC TABLECOVER UNENAPPE-PLASTIQUE 54NX103N5832SQN137cmX274cm37538 sqcm) 1 RECTANGULAR,54 IN
11487,11499,https://m.media-amazon.com/images/I/41YZU4X2fHL.jpg,652661,width,"46,5cm 40cm",40 cm
11501,11513,https://m.media-amazon.com/images/I/41YcGFUh2LL.jpg,995842,width,,The width of the object in the image is 7 centimeters.
11539,11551,https://m.media-amazon.com/images/I/41YjnN3lJvL.jpg,668667,width,17.7 in 120 in Each roll will. covers 14.75 sq. feet,17.7 inches
11728,11740,https://m.media-amazon.com/images/I/41ZTOPx14vL.jpg,991868,width,15 Cm 15 Cm Pack 0f 6 Pcs.,15 cm
11844,11856,https://m.media-amazon.com/images/I/41ZsXkHEA0L.jpg,452717,width,height: 8.27* length: 15.75,8.27 inches
12082,12094,https://m.media-amazon.com/images/I/41ajI0BQmKL.jpg,658892,width,20.5CM 7CM,7CM
12198,12210,https://m.media-amazon.com/images/I/41b4Vn-oxrL.jpg,208023,width,DIMENSIONS A PICTURE PEREECT FITFOR YOUR 4X6 PHOTOS,4 inches
12372,12384,https://m.media-amazon.com/images/I/41bl7UQskPL.jpg,416664,width,14 W 10mm Tungsten 183.84 10mm 10mm,10mm
12582,12594,https://m.media-amazon.com/images/I/41cVjq9a3qL.jpg,640408,width,17 CM 14 CM,The width of the object in the image is 14 cm.
12679,12691,https://m.media-amazon.com/images/I/41cutOhzS0L.jpg,347404,width,"2.25"" MOIST 3.5"" METER",2.25 inches
12965,12977,https://m.media-amazon.com/images/I/41dvJhlfUmS.jpg,776058,width,21-Feb,2 1/2 inches
13001,13013,https://m.media-amazon.com/images/I/41e1nlgyJmL.jpg,521308,width,70 60 50 40 30 20 84CM 63CM 10 0 75CM 184CM,"The width of the object, which is a three-seater sofa, is given as 63 centimeters in the image."
13047,13059,https://m.media-amazon.com/images/I/41e9RClAJ1L.jpg,810266,width,"3.96"" asobu 3.96"" Tumbler: 28 oz /845 ml Mug: 17oz /520ml",The width of the object in the image is 3.96 inches.
13166,13178,https://m.media-amazon.com/images/I/41ecPXTfpfL.jpg,893692,width,amazon basics Protective extra-thick ABS hard shell with scratch resistant finish Telescoping handle and 4 double spinner wheels ensure smooth-rolling mobility Expandable to include up to 15% more packing space when needed Orange 21-inch,21 inches
13222,13234,https://m.media-amazon.com/images/I/41etXDVYYoL.jpg,460806,width,ISIN TRUE CIKOR HD Polarizer 100x100rnrn,100 mm
13302,13314,https://m.media-amazon.com/images/I/41fDP-osjDL.jpg,988675,width,11,2.1 cm
13334,13346,https://m.media-amazon.com/images/I/41fL2DNIzBL.jpg,965725,width,8 CM 7 CM,"The width of the object, as indicated by the measurement in the image, is 7 centimeters."
13365,13377,https://m.media-amazon.com/images/I/41fSfX9HkpL.jpg,276611,width,201/2 in Minimum Cabinet Opening,20 1/2 inches
13396,13408,https://m.media-amazon.com/images/I/41faUW+dUVL.jpg,752266,width,Adjustable 20cm/ 7.87in 48cm/18.89in,"The width of the object in the image is 48 cm or 18.89 inches, as indicated by the measurement provided on the diagram."
13397,13409,https://m.media-amazon.com/images/I/41fb-z1IwqS.jpg,521308,width,cm 5 2 8 184 cm,184 cm
13493,13505,https://m.media-amazon.com/images/I/41ftfG7eCJL.jpg,113134,width,PRODUCTINFORMATION 5.5CM 11.5CM 7.5CM,5.5cm
13521,13533,https://m.media-amazon.com/images/I/41g+czTZdPL.jpg,866516,width,26 CM 17 CM,17 CM
13550,13562,https://m.media-amazon.com/images/I/41g4Wpo1jaL.jpg,658892,width,1CM 1CM 20CM 20CM 3.9g 3.7g,1CM
13579,13591,https://m.media-amazon.com/images/I/41gAjOrw26L.jpg,524279,width,18.5CM 11CM 3.5CM,3.5 cm
13741,13753,https://m.media-amazon.com/images/I/41glPJh8yTS.jpg,300630,width,6.05 in /15.4 cm 3.3 in /8.4 cm,3.3 in / 8.4 cm
13955,13967,https://m.media-amazon.com/images/I/41heDQYzvoL.jpg,452717,width,7.5,7.5 inches
14138,14150,https://m.media-amazon.com/images/I/41iPTKDTtWL.jpg,679049,width,"CSIZE MEDIUM ARM 9.13""","The width of the object in the image is not directly measurable from the provided perspective, as it appears to be a three-dimensional item with varying dimensions. However, based on the given scale and assuming that the width refers to the diameter of the clamp's opening or the thickness of the base, one could estimate using the 9.13 inches (231.8 mm) height for reference. Without additional angles or measurements indicating the width, an exact numerical value cannot be determined solely from this single view."
14570,14582,https://m.media-amazon.com/images/I/41k4bKh8hYL.jpg,375438,width,Product Parameter & Package 3.1 in 2 in 10.2 in 5.1 i 5 6pcs 4pcs,The width of the object in the image is 3.1 inches.
14662,14674,https://m.media-amazon.com/images/I/41kKtHhvSBL.jpg,658003,width,High And Diameter. 35.45H/15.76D 29.55H/14.18D 23.64H/13D,"The width of the object in the image is 15.76 inches, as indicated by the measurement provided next to the tallest cylinder."
14669,14681,https://m.media-amazon.com/images/I/41kMWkWEVHL.jpg,569206,width,"10.3"" 48.56 11 10.3",10.3 inches
14695,14707,https://m.media-amazon.com/images/I/41kV7eep-UL.jpg,945489,width,73.5mm 55.5mm 14mm 14mm,The width of the object in the image is 14mm.
14733,14745,https://m.media-amazon.com/images/I/41keKUBKx5L.jpg,789706,width,8.5MM x12PCS,8.5MM
14736,14748,https://m.media-amazon.com/images/I/41kfKYoOsKL.jpg,178778,width,4.5 in 11.cm mofusand,4.5 inches
14813,14825,https://m.media-amazon.com/images/I/41kyOrhV3BL.jpg,931247,width,108 in 54 in,54 inches
14914,14926,https://m.media-amazon.com/images/I/41lKQy3QsCL.jpg,571756,width,"Rheem 20.75"" 9.4' 13.5'","13.5"""
14959,14971,https://m.media-amazon.com/images/I/41lVgBcMxvS.jpg,866516,width,380MM 370MM,380MM
14962,14974,https://m.media-amazon.com/images/I/41lWea1Y9qL.jpg,468949,width,70-120 cm 27.6-47.2 195 cm (76.8) 80 cm31.5),"80 cm (31.5"")"
15643,15658,https://m.media-amazon.com/images/I/41o30ZPcxSL.jpg,460806,width,Nisi S+,49mm
15678,15694,https://m.media-amazon.com/images/I/41oAQ3-sXDL.jpg,396026,width,"3"" 10.25 aSoaU 3"" fits standard shaped 12 oz bottles and standard sized 12 oz cans",The width of the object in the image is 3 inches.
15853,15869,https://m.media-amazon.com/images/I/41oq2oB+KDL.jpg,955522,width,6.5cm 500ML 11cm 10cm,The width of the object in the image is 10 cm.
15949,15965,https://m.media-amazon.com/images/I/41pCTQeWDDL.jpg,365756,width,"9.5"" CORKCICLE 4.5""","The width of the object in the image is 4.5 inches, as indicated by the measurement label on the side of the bag."
15950,15966,https://m.media-amazon.com/images/I/41pCTQeWDDL.jpg,365756,width,"9.5"" CORKCICLE 4.5""","The width of the object, as indicated by the measurement in the image, is 4.5 inches."
16133,16150,https://m.media-amazon.com/images/I/41px-PmLUwL.jpg,362818,width,22.6CM LUNCH BOX 13.4CM Weight92g,13.4cm
16303,16320,https://m.media-amazon.com/images/I/41qfFCLYLXL.jpg,237000,width,A513C 75cm 70cm 146cm,146cm
17364,17382,https://m.media-amazon.com/images/I/41udanqh-AL.jpg,668667,width,12 in 196.8 in Each roll will. covers 16.15 sq. feet,12 inches
17657,17677,https://m.media-amazon.com/images/I/41veSlymyrL.jpg,752266,width,46.5CM 38CM,38CM
17747,17767,https://m.media-amazon.com/images/I/41vxfWnbOkL.jpg,832798,width,22mm Weight 23 g. BLACK 1/2 tsp/ 1 g. / 2.5 ml. 118mm Perfect for a cup of Matcha tea MATCHA MAKU,The width of the object in the image is 22mm.
17792,17812,https://m.media-amazon.com/images/I/41w5xEVzA8L.jpg,728511,width,11.5in ADULTING IS HARD. 2024CALENDAR 8in,8in
17989,18009,https://m.media-amazon.com/images/I/41wqat9j4mL.jpg,978900,width,26 cm,26 cm
18841,18864,https://m.media-amazon.com/images/I/51+0lZnSSyL.jpg,173193,width,4CM/1.6IN CBB60 21.5CM/8.5IN 20uF15%50/60Hz 8CM/3.1IN 450VAC 3000h 25/70/21So CE CQC,"The width of the object in the image is 8 cm or 3.1 inches, as indicated by the measurement provided on the side of the capacitor."
18856,18879,https://m.media-amazon.com/images/I/51+1tGJvG1L.jpg,916768,width,"need to know kraft bakery boxes perfect for your cakes. cupcakes, cookies ormore easy to assemble one piece bakery boxes front loading with. locking corners.",4 inches
18893,18916,https://m.media-amazon.com/images/I/51+4mL15lQL.jpg,483370,width,Product Size 11.8in,"The width of the object in the image is not directly measurable from the provided perspective. However, if we assume that the figure's height represents its full width as it might be designed to stand with arms extended or in a dynamic pose, we could estimate based on common proportions for such figures. A typical humanoid robot toy like this can have a width roughly equivalent to its height, so approximately 12 inches wide would be a reasonable guess. This estimation assumes the figure is standing upright and ready for play, which is a common display position for such toys."
18919,18942,https://m.media-amazon.com/images/I/51+6dIsehjL.jpg,478357,width,4 18',"The width of the object, which is the diameter of the tabletop, is indicated as 14 inches."
18969,18992,https://m.media-amazon.com/images/I/51+AC16Ln0L.jpg,695925,width,2.8 in 7.1 cm 3.2 in 8.1 cm Wide Mouth Flex Straw Cap,3.2 in
18995,19018,https://m.media-amazon.com/images/I/51+C7R+miPL.jpg,119607,width,Led lamp beads shiny H:8.9 Battery:2xAA batteries D:1.8 W:7.91 Can be hung on the wall,7.9 inches
19079,19102,https://m.media-amazon.com/images/I/51+H4c71ozL.jpg,237000,width,"MEASURINGGOIDE Sofa Shield 48""CHAIR Recommended For Seat Widths Up To 48' Seat Width48"" Not Including Arms Back Fold Over Back OfFurniture Strap Hook Strap Hook 40"" 22 22"" 22"" Front 14"" 2""Wide Back Strap Can Be Adjusted Up To 58""In Length","48"""
19134,19157,https://m.media-amazon.com/images/I/51+LczK1lnL.jpg,119607,width,123 SESAME STREET 6' R 9',The width of the object in the image is 9 inches.
19149,19172,https://m.media-amazon.com/images/I/51+MXOm0RYL.jpg,278850,width,te* EJ+3:27x27mm 02 3 TODOLIST 38.9.25,27 mm
19648,19673,https://m.media-amazon.com/images/I/51+vVH0FEpL.jpg,952470,width,"Heavy Duty Stainless Steel Blade Large rivets for securely connecting Aluminumbar reinforcement design 6.5Wide Curved blade, Waterproof andsturdy easier to scrape and clean","6.5"" Wide"
20014,20039,https://m.media-amazon.com/images/I/51-I0YMBD9L.jpg,558806,width,4' 7.25,4 inches
20225,20252,https://m.media-amazon.com/images/I/51-XPBhxkpL.jpg,661582,width,280 mm Format a classer 343 mm 320x240 mm 40 mm O,280 mm
20269,20296,https://m.media-amazon.com/images/I/51-Ztql8zDL.jpg,668667,width,"SIZE: 158""x110""(width x height 2 34567 110"" 1 22.57"" 158""","158"""
20407,20434,https://m.media-amazon.com/images/I/51-jTIHJUCL.jpg,844474,width,"46CM ipad 25CM 25CM Colours:Black,Blue,Green,Purple,Light Pink, Cherry Pink Material:Nylon Opening:zip Weight:approx.0.54KG Shoulder strap:Adjustable shoulder strap",25CM
20523,20550,https://m.media-amazon.com/images/I/51-qUuUmptL.jpg,263982,width,LONG TERM AVERAGE 0.27 PCi SHORT TERM AVRAGE 0.35 PCi DAY 125 mm RadonMonitor 70mm I25mm,70mm
20695,20722,https://m.media-amazon.com/images/I/5100Pls0z5L.jpg,816782,width,O,75 cm
20762,20789,https://m.media-amazon.com/images/I/510641SiD8L.jpg,886344,width,73.03 10.91' 9.45,The width of the object in the image is 73.03 inches.
20806,20833,https://m.media-amazon.com/images/I/5109BJAPZwL.jpg,208023,width,6.25 in I 8.25 in fits 4x6 photo,8.25 inches
21035,21062,https://m.media-amazon.com/images/I/510OZM5SfEL.jpg,521308,width,84 in 30 in 34 in,84 inches
21070,21097,https://m.media-amazon.com/images/I/510Q4Ozh9gL.jpg,737148,width,MAXWATER Anion Resin Filter Cartidge for products and 20-inch BB Filter Housin AUTIONFo,20 inches
21135,21162,https://m.media-amazon.com/images/I/510UVQ8Q9aS.jpg,220662,width,80mmltyJ C12R:330,80mm
21159,21186,https://m.media-amazon.com/images/I/510WboYCD7L.jpg,483370,width,21.63 in,"The width of the object in the image is 21.63 inches, as indicated by the measurement provided on the right side of the image."
21324,21351,https://m.media-amazon.com/images/I/510gswO8m-L.jpg,810266,width,3.25 inches inches 5,"The width of the object, as indicated in the image, is 3.25 inches."
21405,21432,https://m.media-amazon.com/images/I/510mCBpnCUS.jpg,652519,width,y--F 3^y5 6'8(203.2cm) 21' (53.34cm) (6.51cm 40L,"The width of the object, as indicated in the image, is 21 inches (53.34 cm)."
21457,21484,https://m.media-amazon.com/images/I/510pXI8pXdL.jpg,640565,width,7cm/2.75icnh maDa,7cm/2.75inch
21605,21635,https://m.media-amazon.com/images/I/510yYutn6JL.jpg,970563,width,80MM 1.2MM 80MM,80MM
21783,21813,https://m.media-amazon.com/images/I/5119BvcCyOL.jpg,126471,width,Size Queen 61x15x104 Material Moving Boxes & Moving Supplies Direct from the Factory! UBOXES Mattress Cover QUEEN MATTRESS BAG Closure Type Pull On Protect from dirt dust water and moving damage Easy to slide over furniture Ideal for use during movin g.storage or renovation Made with heavy g Fabric Type Vinyl,"15"""
21882,21912,https://m.media-amazon.com/images/I/511H8QM7pwL.jpg,130591,width,46cm 18cm 46cm,46cm
21911,21941,https://m.media-amazon.com/images/I/511J9P+PV1S.jpg,460806,width,,52mm
21953,21983,https://m.media-amazon.com/images/I/511Ly+r0bkL.jpg,810266,width,"GLASS JUICE BOTTLES ISET OF 8 2.75"" 6.69"" 160z","2.75"""
21972,22002,https://m.media-amazon.com/images/I/511MjCE6IWL.jpg,886344,width,62.91',62.91 inches
22168,22198,https://m.media-amazon.com/images/I/511dExjcvdL.jpg,276611,width,"30cm 30cm 8 cm 8cm 26,4cm 130,6cm 59,2cm 10cm VIcco",The width of the object in the image is 30 cm.
22322,22352,https://m.media-amazon.com/images/I/511oFanpPoL.jpg,120219,width,1.5CM 30CM 8.5CM 5CM 30.5CM 20CM,30CM
22323,22353,https://m.media-amazon.com/images/I/511oFanpPoL.jpg,120219,width,1.5CM 30CM 8.5CM 5CM 30.5CM 20CM,30 cm
22383,22413,https://m.media-amazon.com/images/I/511sGh4sQAL.jpg,730429,width,6.5 in 6.75 in 8.0 in 8 4 LONGSEA 8.5 in,8.0 inches
22754,22784,https://m.media-amazon.com/images/I/512F3Pt31sL.jpg,752266,width,2.5' energy? 140 Lumens ENERGYSTAR PLUG-IN 3300K RECESSED Wire Screw SURFACE Linkable Installation COLOR MOUNT MOUNT Included 5'power cord,"2.5"""
22912,22942,https://m.media-amazon.com/images/I/512PpCEmuML.jpg,521308,width,150 cm 70cm 75 cm 185cm 200cm,"The width of the object in the image is 200 cm, as indicated by the measurement line at the bottom right corner of the image."
22948,22978,https://m.media-amazon.com/images/I/512S5QWRVbL.jpg,558806,width,4' 6,The width of the object in the image is 6 inches.
23097,23127,https://m.media-amazon.com/images/I/512ceuKuu5L.jpg,347320,width,"KCS Stitch a happy life  STITCH ADACLOTH www.kcscraft.com Aida Cloth 100%Cotton 3 pc,18CT,Black 15x 18for each",15 inches
23435,23465,https://m.media-amazon.com/images/I/513+Cq5ZTUL.jpg,816782,width,Rug Form Type Area Rug Size 4'x6' Material Polyester,4 feet
23522,23552,https://m.media-amazon.com/images/I/5133YCrdFEL.jpg,823083,width,4.7 in 16 in,4.7 inches
23566,23596,https://m.media-amazon.com/images/I/5137buEyQsL.jpg,521308,width,153cm 98cm 48cm 10cm 85cm 132cm 55cm 37cm 196x132,153 cm
23796,23826,https://m.media-amazon.com/images/I/513OPHWghjL.jpg,932012,width,"INSIDEMOUNT Fabric Width = Blind Width-1"" *Any questions about size selection, Blind Width = Window Width -1/4 please feel free to contact us. 43"" OUTSIDEMOUNT 72"" Blind Width = Window Width +4""",
24165,24195,https://m.media-amazon.com/images/I/513n5Wpg75L.jpg,952470,width,24.5CM 13CM 20CM,
24256,24286,https://m.media-amazon.com/images/I/513teAtb0sL.jpg,347404,width,NRT 25 in 12 in 36 in,
24299,24329,https://m.media-amazon.com/images/I/513wG0ps1hL.jpg,810266,width,cute.cat 14.5CM 10.5CM 7.5CM Spoon Capacity 400ml,
24417,24447,https://m.media-amazon.com/images/I/5142E+ED0+L.jpg,730429,width,,
24436,24466,https://m.media-amazon.com/images/I/5143o+Ndr2L.jpg,186035,width,108mm 4-M6 15+0.5 -8.06 +0.11 $101 11 teeth Sprocket Pitch6.35 42+0.08 0.0.3.28mm,
24441,24471,https://m.media-amazon.com/images/I/5143rdsa-TL.jpg,173193,width,"110mm / 4.33"" JYUR MOTOR STARTING CAPACITOR 400F20%300V.AC 50/60Hz z-40/+65C 50mm / 1.97'",
24514,24544,https://m.media-amazon.com/images/I/5148LlXPi8L.jpg,705487,width,Dimensions: (width x long) long >B 100cm width A Customizable size,
24517,24547,https://m.media-amazon.com/images/I/5148YVr5EoL.jpg,294675,width,Compact & Portable Size4.5x2.5x0.79(1n) KK-402 ELECTRONIC CALCULATOR 12345678 5 ON MRC M- M+ CE Inch Adult'hand 2.5 inch,
24558,24588,https://m.media-amazon.com/images/I/514BmLNgSSL.jpg,277199,width,O RJU O O O 410,
24689,24719,https://m.media-amazon.com/images/I/514MSTn5oiL.jpg,858439,width,Long Comfortable Handle 10.8|inch,
24712,24742,https://m.media-amazon.com/images/I/514Ni+-4cLL.jpg,178958,width,60~120CME 10-310 CM 35CM 90CM,
25031,25063,https://m.media-amazon.com/images/I/514kpsyuA5L.jpg,521308,width,"19.69' 26.77' 22.44' 63 3.9"" 70.9 6.7",
25059,25091,https://m.media-amazon.com/images/I/514mzT3sMWL.jpg,916768,width,"Height - 1.96"" Diameter - 2.75'",
